Year,Units,variable_code,Value
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial performance
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial performance
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial performance
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial performance
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial performance
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars (millions),Financial position
2023, Knitted Products and Footwear Manufacturing",Dollars,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Dollars,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023, Knitted Products and Footwear Manufacturing",Percentage,Financial ratios
2023,Dollars (millions),H01,7336
2023,Dollars (millions),H02,430
2023,Dollars (millions),H03,6841
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,42
2023,Dollars (millions),H08,6692
2023,Dollars (millions),H09,48
2023,Dollars (millions),H10,18
2023,Dollars (millions),H11,192
2023,Dollars (millions),H12,1257
2023,Dollars (millions),H13,0
2023,Dollars (millions),H17,257
2023,Dollars (millions),H18,4864
2023,Dollars (millions),H20,56
2023,Dollars (millions),H21,769
2023,Dollars (millions),H22,925
2023,Dollars (millions),H23,801
2023,Dollars (millions),H24,5398
2023,Dollars (millions),H25,2873
2023,Dollars (millions),H26,1786
2023,Dollars (millions),H27,383
2023,Dollars (millions),H28,95
2023,Dollars (millions),H29,739
2023,Dollars (millions),H30,5398
2023,Dollars (millions),H31,2772
2023,Dollars (millions),H32,1614
2023,Dollars (millions),H33,1012
2023,Dollars,H34,413800
2023,Dollars,H35,45200
2023,Percentage,H36,178
2023,Percentage,H37,121
2023,Percentage,H38,40
2023,Percentage,H39,29
2023,Percentage,H40,15
2023,Percentage,H41,51
2023,Dollars (millions),H01,7336
2023,Dollars (millions),H02,430
2023,Dollars (millions),H03,6841
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,42
2023,Dollars (millions),H08,6692
2023,Dollars (millions),H09,48
2023,Dollars (millions),H10,18
2023,Dollars (millions),H11,192
2023,Dollars (millions),H12,1257
2023,Dollars (millions),H13,0
2023,Dollars (millions),H17,257
2023,Dollars (millions),H18,4864
2023,Dollars (millions),H20,56
2023,Dollars (millions),H21,769
2023,Dollars (millions),H22,925
2023,Dollars (millions),H23,801
2023,Dollars (millions),H24,5398
2023,Dollars (millions),H25,2873
2023,Dollars (millions),H26,1786
2023,Dollars (millions),H27,383
2023,Dollars (millions),H28,95
2023,Dollars (millions),H29,739
2023,Dollars (millions),H30,5398
2023,Dollars (millions),H31,2772
2023,Dollars (millions),H32,1614
2023,Dollars (millions),H33,1012
2023,Dollars,H34,413800
2023,Dollars,H35,45200
2023,Percentage,H36,178
2023,Percentage,H37,121
2023,Percentage,H38,40
2023,Percentage,H39,29
2023,Percentage,H40,15
2023,Percentage,H41,51
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions), dividends and donations"
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions), grants and subsidies"
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Dollars,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions), dividends and donations"
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions), grants and subsidies"
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial performance
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars (millions),Financial position
2023, Paper and Converted Paper Product Manufacturing",Dollars,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Dollars,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023, Paper and Converted Paper Product Manufacturing",Percentage,Financial ratios
2023,Dollars (millions),H01,1505
2023,Dollars (millions),H02,116
2023,Dollars (millions),H03,1383
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,2
2023,Dollars (millions),H08,1413
2023,Dollars (millions),H09,13
2023,Dollars (millions),H10,8
2023,Dollars (millions),H11,51
2023,Dollars (millions),H12,425
2023,Dollars (millions),H13,0
2023,Dollars (millions),H17,87
2023,Dollars (millions),H18,812
2023,Dollars (millions),H20,17
2023,Dollars (millions),H21,113
2023,Dollars (millions),H22,127
2023,Dollars (millions),H23,107
2023,Dollars (millions),H24,958
2023,Dollars (millions),H25,466
2023,Dollars (millions),H26,209
2023,Dollars (millions),H27,40
2023,Dollars (millions),H28,14
2023,Dollars (millions),H29,282
2023,Dollars (millions),H30,958
2023,Dollars (millions),H31,373
2023,Dollars (millions),H32,364
2023,Dollars (millions),H33,221
2023,Dollars,H34,247300
2023,Dollars,H35,17600
2023,Percentage,H36,128
2023,Percentage,H37,93
2023,Percentage,H38,25
2023,Percentage,H39,29
2023,Percentage,H40,11
2023,Percentage,H41,39
2023,Dollars (millions),H01,1505
2023,Dollars (millions),H02,116
2023,Dollars (millions),H03,1383
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,2
2023,Dollars (millions),H08,1413
2023,Dollars (millions),H09,13
2023,Dollars (millions),H10,8
2023,Dollars (millions),H11,51
2023,Dollars (millions),H12,425
2023,Dollars (millions),H13,0
2023,Dollars (millions),H17,87
2023,Dollars (millions),H18,812
2023,Dollars (millions),H20,17
2023,Dollars (millions),H21,113
2023,Dollars (millions),H22,127
2023,Dollars (millions),H23,107
2023,Dollars (millions),H24,958
2023,Dollars (millions),H25,466
2023,Dollars (millions),H26,209
2023,Dollars (millions),H27,40
2023,Dollars (millions),H28,14
2023,Dollars (millions),H29,282
2023,Dollars (millions),H30,958
2023,Dollars (millions),H31,373
2023,Dollars (millions),H32,364
2023,Dollars (millions),H33,221
2023,Dollars,H34,247300
2023,Dollars,H35,17600
2023,Percentage,H36,128
2023,Percentage,H37,93
2023,Percentage,H38,25
2023,Percentage,H39,29
2023,Percentage,H40,11
2023,Percentage,H41,39
2023,Dollars (millions),H01,112
2023,Dollars (millions),H02,9
2023,Dollars (millions),H03,102
2023,Dollars (millions),H05,Financial performance
2023,Dollars (millions),H06,Financial performance
2023,Dollars (millions),H07,0
2023,Dollars (millions),H08,110
2023,Dollars (millions),H09,1
2023,Dollars (millions),H10,0
2023,Dollars (millions),H11,C
2023,Dollars (millions),H12,16
2023,Dollars (millions),H13,0
2023,Dollars (millions),H17,7
2023,Dollars (millions),H18,75
2023,Dollars (millions),H20,C
2023,Dollars (millions),H21,38
2023,Dollars (millions),H22,40
2023,Dollars (millions),H23,3
2023,Dollars (millions),H24,157
2023,Dollars (millions),H25,94
2023,Dollars (millions),H26,23
2023,Dollars (millions),H27,8
